;0;1;Match id;Authors;year;title;list_of_dublication;F_D;comment
1350;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/SSOAR\221.txt;Lazarsfeld, Paul F. (1968). Wissenschaftslogik und empirische Sozialforschung. In Ernst Topitsch (Hg.), Logik der Sozialwissenschaften (S.37-49). Köln, Berlin: Kiepenheuer & Witsch.;;;;;;;
1261;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/SSOAR\120.txt;Mruck, K. & Mey, G. (1996b). Überlegungen zu qualitativer Methodologie und qualitativer Forschungspraxis – die Kehrseite psychologischer Forschungsberichte. Forschungsbericht aus dem Institut für Psychologie der TU Berlin, Nr. 1/96.;;;;;;;
315;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/61z80 - END VERSION\201014166-1177#S#1077800409350695.txt;Habermas, J. (1972). Knowledge and human interests (Trans. J. J. Shapiro). London: Heinemann.;;;;;;;
1239;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/SSOAR\120.txt;Breuer, F. (1996 c). Schritte des Arbeitsprozesses unter unserem Forschungsstil. In F. Breuer (Hrsg.), Qualitative Psychologie. Grundlagen, Methoden und Anwendungen eines Forschungsstils (S. 79–173). Opladen: Westdeutscher Verlag.;;;;;;;
230;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/61z80 - END VERSION\200943351-1177#S#0021886309335070.txt;Marshak, R. J. (2005). Contemporary challenges to the philosophy and practice of organization development.;;;;;;;
420;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-251-300k\checked\csa-pei-15070572-1177#S#0363546510393943.txt;"Crotts D, Thompson B, Nahom M, Ryan S, Newton RA. Balance abilities of professional dancers on select balance tests. J Orthop Sports Phys Ther. 1996;23(1):12-17.";;;;;;;
1359;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/SSOAR\221.txt;Merton, Robert K. (1963/1985). Die Ambivalenz des Wissenschaftlers. In ders., Entwicklung und Wandel von Forschungsinteressen. Aufsätze zur Wissenschaftssoziologie (S. 117-146). Frankfurt/M.: Suhrkamp.;;;;;;;
755;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-251-300k\checked\csa-sa-201101616-1177#S#0044118X09353572.txt;Futterman, D. C. (2004). HIV and AIDS in adolescents. Adolescent Medicine Clinics, 15, 369-391.;;;;;;;
125;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/61z80 - END VERSION\200814418-1177#S#1468794107085297.txt;Forsberg, H. (2002) Lasten asiakkuudet ja kokemukset turvakodissa. Arviointitutkimus Lapsen aika-projektista [The Clienthood and Experiences of Children in a Shelter: An Evaluation Study of the Project ‘Child’s Time’]. Report 31. Helsinki: Ensi- ja turvakotien liitto.;;;;;;;
31;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/61z80 - END VERSION\200710322-1177#S#1077801206295125.txt;Scheel, E. D., Johnson, E. J., Schneider, M., & Smith, B. (2001). Making rape education meaningful for men: The case for eliminating the emphasis on men as perpetrators, protectors, or victims. Sociological Practice: A Journal of Clinical and Applied Sociology, 3, 257-278.;;;;;;;
767;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-251-300k\checked\csa-sa-201101616-1177#S#0044118X09353572.txt;Herns Marcelin, L., McCoy, H. V., & DiClemente, R. J. (2006). HIV/AIDS knowledge and beliefs among Haitian adolescents in Miami-Dade County, Florida.;;;;;;;
641;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-251-300k\checked\csa-sa-201043149-1177#S#0265407510361729.txt;Ganong, L., Coleman, M., Fine, M., & Martin, P. (1999). Stepparents’ affinity-seeking and affinity-maintaining strategies with stepchildren. Journal of Family Issues, 20, 299–327.;;;;;;;
793;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-251-300k\checked\csa-sa-201101616-1177#S#0044118X09353572.txt;Santelli, J. S., Robin, L., Brener, N. D., & Lowry, R. (2001). Timing of alcohol and other drug use and sexual risk behaviors among unmarried adolescents and young adults. Family Planning Perspectives, 33, 200-205.;;;;;;;
226;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/61z80 - END VERSION\200943351-1177#S#0021886309335070.txt;Ludema, J. D. (2002). Appreciative storytelling: A narrative approach to organization development and change. In R. Fry, D. Whitney, J. Seiling, & F. Barrett (Eds.), Appreciative inquiry and organizational transformation: Reports from the field (pp. 239-261). Westport, CT: Quorum.;;;;;;;
951;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-301-350k\csa-pais-2010-604597-1177#S#0094582X10372514.txt;Asamblea Constituyente 2008 “Constitución 2008.” http://www.asambleaconstituyente.gov.ec.;;;;;;;
181;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/61z80 - END VERSION\200943351-1177#S#0021886309335070.txt;Blake, R. R., & Mouton, J. S. (1969). Building a dynamic organization through grid organization development. Reading, MA: Addison-Wesley.;;;;;;;
1329;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/SSOAR\221.txt;Herzog, Walter (1984). Modell und Theorie in der Psychologie. Göttingen: Hogrefe.;;;;;;;
368;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-251-300k\checked\csa-pais-2010-595067-1017#S#S0043887110000092.txt;———. 2006. “The Increasing Selectivity of Foreign Aid, 1984–2003.” World Development 34, no. 12: 2034–46.;;;;;;;
488;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-251-300k\checked\csa-ps-200830995-1057#S#eps#P#2008#P#24.txt;Vink, M. (2005) Limits of European Citizenship: European Integration and Domestic Immigration Policies, Basingstoke: Palgrave Macmillan.;;;;;;;
131;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/61z80 - END VERSION\200814418-1177#S#1468794107085297.txt;Honkatukia, P. (2004) ‘Väkivalta ja tyttöys koulukodissa’ [Violence and Femininity in Reform Schools], in M. Jahnukainen, T. Kekoni and T. Pösö (eds) Nuoruus ja koulukoti [Youth and Reform School]. Report 43. Helsinki: Nuorisotutkimusverkosto & Nuorisotutkimusseura.;;;;;;;
207;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/61z80 - END VERSION\200943351-1177#S#0021886309335070.txt;Emery, M., & Purser, R. (1996). The search conference. San Francisco: Jossey-Bass.;;;;;;;
577;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-251-300k\checked\csa-sa-200500277-1177#S#1046496404263728.txt;Roger, D. B. (1989). Experimental studies of turn-taking behavior. In D. Roger & P. Bull(Eds.), Conversation: An interdisciplinary perspective (pp. 75-95). Philadelphia: Multilingual Matters.;;;;;;;
1210;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-301-350k\csa-ps-201024949-1177#S#0002764210368081.txt;Mason, D. S. (1999). What is the sports product and who buys it? The marketing of professional sports leagues. European Journal of Marketing, 33, 402–418.;;;;;;;
466;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-251-300k\checked\csa-ps-200830995-1057#S#eps#P#2008#P#24.txt;Closa, C. (1998) ‘Supranational Citizenship and Democracy: Normative and Empirical Dimensions’, in M. La Torre (ed.) European Citizenship: An Institutionalist Challenge, The Hague: Kluwer, pp. 415–433.;;;;;;;
203;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/61z80 - END VERSION\200943351-1177#S#0021886309335070.txt;Eisen, S., Cherbeneau, J., & Worley, C. G. (2005). A future-responsive perspective for competent OD practice. In W. G. Rothwell & R. Sullivan (Eds.), Practicing organization development (pp. 188-208). New York: Wiley-Pfeiffer.;;;;;;;
470;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-251-300k\checked\csa-ps-200830995-1057#S#eps#P#2008#P#24.txt;Delanty, G. (1997) ‘Models of citizenship: defining European identity and citizenship’, Citizenship Studies 1(3): 285–303.;;;;;;;
1157;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-301-350k\csa-ps-200930319-1177#S#0002716209337886.txt;Heywood, Leslie, and Jennifer Drake, eds. 1997. Third wave agenda: Being feminist, doing feminism. Minneapolis: University of Minnesota Press.;;;;;;;
923;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-301-350k\csa-pais-2008-241353-1177#S#0891242408325585.txt;Enright, M. (2000). Regional clusters and multinational enterprises: Independence, dependence or interdependence? International Studies of Management and Organization, 30(2), 114-138.;;;;;;;
609;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-251-300k\checked\csa-sa-201043053-1177#S#1532708609354719.txt;Greider, W. (2003). The soul of capitalism. New York: Simon & Schuster.;;;;;;;
804;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-251-300k\checked\csa-sa-201101616-1177#S#0044118X09353572.txt;UNAIDS (2007). AIDS epidemic update: December 2007. Retrieved January 14, 2008, from http://www.unaids.org;;;;;;;
324;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/61z80 - END VERSION\201014166-1177#S#1077800409350695.txt;Kavanagh, B. (2000). First Nations schools: Challenging and rewarding places to teach. Vancouver, British Columbia, Canada: First Nations Schools Association and The First Nations Education Steering Committee. Retrieved June 1, 2009, from http://www.fnesc.ca/Attachments/Publications/PDF’s/pdf/Challenging%20&%20Rewarding....pdf;;;;;;;
15;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/61z80 - END VERSION\200710322-1177#S#1077801206295125.txt;Garrett-Gooding, J., & Senter, R. (1987). Attitudes and acts of sexual aggression on a university campus. Sociological Inquiry, 59, 348-371.;;;;;;;
1341;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/SSOAR\221.txt;Kleining, Gerhard (1982). Umriss zu einer Methodologie qualitativer Sozialforschung. Kölner Zeitschrift für Soziologie und Sozialpsychologie, 34, 224-253.;;;;;;;
1026;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-301-350k\csa-pei-11024008-1177#S#0959353500010004017.txt;Drew, S. (1996b) ‘Moving Towards Active Living: Understanding the Contextual Nature of Barriers to Physical Activity’, Health Psychology Update 23: 10–14.;;;;;;;
914;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-301-350k\csa-pais-2008-241353-1177#S#0891242408325585.txt;?Athreye, S. S. (2005). The Indian software industry and its evolving service capability. Industrial and Corporate Change, 14(3), 393-418.;;;;;;;
796;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-251-300k\checked\csa-sa-201101616-1177#S#0044118X09353572.txt;Sales, J. M., et al. (2007). Brief report: Sexual sensation seeking and its relationship to risky sexual behaviour among African-American adolescent females. Journal of Adolescence, 30, 165-173.;;;;;;;
1226;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-301-350k\csa-ps-201024949-1177#S#0002764210368081.txt;Tankard, J. W., Hendrickson, L., Silberman, J., Bliss, K., & Ghanem, S. (1991). Media frames: Approaches to conceptualization and measurement. Paper presented at the annual meeting of the Association for Education in Journalism and Mass Communication, Boston, MA.;;;;;;;
1310;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/SSOAR\221.txt;"Felt, Ulrike; Nowotny, Helga & Taschner, Klaus (1995). Wissenschaftsforschung. Eine Einführung. Frankfurt/M., New York: Campus.";;;;;;;
1264;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/SSOAR\120.txt;Popper, K.R. (1984). Logik der Forschung (8. Aufl.). Tübingen: Mohr.;;;;;;;
575;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-251-300k\checked\csa-sa-200500277-1177#S#1046496404263728.txt;Ridgeway, C. L., & Diekema, D. (1989). Dominance and collective hierarchy formation in male and female task groups. American Sociological Review, 54, 79-93.;;;;;;;
1285;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/SSOAR\221.txt;"Aschermann, Gertraud; Jüttemann, Gerd; Legewie, Heiner; Mey, Günter; Mruck, Katja; Schneider, Frank & Spohr, Birgit (1990). Jugendarbeitslosigkeit und lokale Identität - Vorläufige Ergebnisse. Forschungsberichte aus dem Institut für Psychologie der TU Berlin, 9/90.";;;;;;;
263;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/61z80 - END VERSION\200943351-1177#S#0021886309335070.txt;Von Bertalanffy, L. (1967). Robots, men and minds: Psychology in the modern world. New York: Braziller.;;;;;;;
351;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-251-300k\checked\csa-pais-2010-595067-1017#S#S0043887110000092.txt;Azam, Jean-Paul, and Jean-Jacques Laffont. 2003. “Contracting for Aid.” Journal of Development Economics 70: 25–58.;;;;;;;
794;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-251-300k\checked\csa-sa-201101616-1177#S#0044118X09353572.txt;Shrier, L. A. (2004). Sexually transmitted diseases in adolescents: Biologic, cognitive, psychological, behavioural and social issues. Adolescent Medicine Clinics, 15, 215-234.;;;;;;;
650;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-251-300k\checked\csa-sa-201043149-1177#S#0265407510361729.txt;Levin, I. (1997). The stepparent role from a gender perspective. In I. Levin & M. Sussman (Eds.), Stepfamilies: History, research, and policy (pp. 177–190). New York, NY: Haworth.;;;;;;;
1136;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-301-350k\csa-ps-200908177-1111#S#j#P#1528-3585#P#2008#P#00359#P#x.txt;Foner, Philip S, Ed. (1970) Address to the Nations of the World, W.E.B. Dubois Speaks. pp. 124–127, New York: Pathfinder Press.;;;;;;;
1203;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-301-350k\csa-ps-201024949-1177#S#0002764210368081.txt;Harvey, D. (1989). From managerialism to entrepreneurialism: The transformation in urban governance in late capitalism. Geografiska Annaler. Series B, Human Geography, 71(1), 3–17.;;;;;;;
1113;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-301-350k\csa-pei-12741793-1002#S#art#P#24862.txt;"Loeser RF. Systemic and local regulation of articular cartilage metabolism: where does leptin fit in the puzzle? [editorial]. Arthritis Rheum 2003;48:3009–12.";;;;;;;
1085;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-301-350k\csa-pei-12609130-1177#S#0363546509334373.txt;"van den Bogert AJ, McLean SG, Yu B, Chappell JJ, Garrett WE Jr. Letter to the editor & authors’ response. Am J Sports Med. 2006;34(2): 312-a-315.";;;;;;;
550;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-251-300k\checked\csa-sa-200500277-1177#S#1046496404263728.txt;Libby, R., Trotman, K. T., & Zimmer, I. (1987). Member variation, recognition of expertise and group performance. Journal of Applied Psychology, 72, 81-87.;;;;;;;
290;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/61z80 - END VERSION\200948117-1111#S#j#P#1467-9531#P#2009#P#01222#P#x.txt;Levy, Frank, and Richard J. Murnane. 1992. “U.S. Earnings Levels and Earnings Inequality: A Review of Recent Trends and Proposed Explanations.” Journal of Economic Literature 30:1333–81.;;;;;;;
610;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-251-300k\checked\csa-sa-201043053-1177#S#1532708609354719.txt;Heble, A. (2002). Re-ethicizing the classroom: Pedagogy, the public sphere and the postcolonial condition. College Literature, 29, 143-161.;;;;;;;
678;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-251-300k\checked\csa-sa-201050526-1177#S#0268580909351328.txt;Armstrong, G. and Giulianotti, R., eds (2001) Fear and Loathing in World Football. Oxford: Berg.;;;;;;;
1281;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/SSOAR\120.txt;Wilke, S. (1992). Die erste Begegnung. Eine konversations- und inhaltsanalytische Untersuchung der Interaktion im psychoanalytischen Erstgespräch. Heidelberg: Asanger.;;;;;;;
260;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/61z80 - END VERSION\200943351-1177#S#0021886309335070.txt;Stacey, R. D. (2007). Complexity and group processes. London: Brunner-Routledge.;;;;;;;
1047;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-301-350k\csa-pei-12609130-1177#S#0363546509334373.txt;"Besier TF, Sturnieks DL, Alderson JA, Lloyd DG. Repeatability of gait data using a functional hip joint centre and a mean helical knee axis. J Biomech. 2003;36(8):1159-1168.";;;;;;;
494;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-251-300k\checked\csa-sa-200500277-1177#S#1046496404263728.txt;Aries, E. (1996). Men and women in interaction: Reconsidering the difference. New York: Oxford University Press.;;;;;;;
852;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-251-300k\checked\csa-sa-201101954-1177#S#0952695110378952.txt;Hall, R. (1987) Linguistics and Pseudo-Linguistics: Selected Essays, 1965–1985. Amsterdam: John Benjamins.;;;;;;;
471;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-251-300k\checked\csa-ps-200830995-1057#S#eps#P#2008#P#24.txt;Downes, T. (2001) ‘Market Citizenship: Functionalism and Fig-leaves’, in Bellamy, R. and Warleigh, A.(eds.) Citizenship and Governance in the European Union, New York: Continuum, pp. 93–106.;;;;;;;
770;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-251-300k\checked\csa-sa-201101616-1177#S#0044118X09353572.txt;Ickovics, J. R., Beren, S. E., Grigorenko, E. L., Morrill, A. C., Druley, J. A., & Rodin, J.(2002). Pathways of risk: Race, social class, stress, and coping as factors predicting heterosexual risk behaviors for HIV among women. AIDS and Behavior, 6,339-350.;;;;;;;
