ref_id,ref_text1,duplication,ref_text,article-title,editor,empty,given-names,issue,other,page,publisher,source,surname,url,volume,year
one_1106416,"Becker, Irene ( ­­ ) Frauenerwerbstätigkeit hält Einkommensarmut von Familien in Grenzen. In: Vierteljahreshefte zur Wirtschaftsforschung, Nr. ,   – ¨ .","['gesis-solis-00302963', ' iab-litdok-K020610D05']","Becker, Irene ( ­­ ) Frauenerwerbstätigkeit hält Einkommensarmut von Familien in Grenzen. In: Vierteljahreshefte zur Wirtschaftsforschung, Nr. ,   – ¨ .",['Frauenerwerbstätigkeit hält Einkommensarmut von Familien in Grenzen.'],,"['( \xad\xad )', 'In:', 'Nr.', '– ¨ .']",['Irene'],"[',']",,,,"['Vierteljahreshefte zur Wirtschaftsforschung,']","['Becker,']",,,
one_225697,"Hohn, H.-W. (1988): Von der Einheitsgewerkschaft zum Betriebssyndikalismus. Berlin.","['iab-litdok-I890125F10', ' fes-bib-202644', 'fes-bib-202644', ' gesis-solis-00121194']","Hohn, H.-W. (1988): Von der Einheitsgewerkschaft zum Betriebssyndikalismus. Berlin.",['Von der Einheitsgewerkschaft zum Betriebssyndikalismus.'],,,['H.-W.'],,['Berlin.'],,,,"['Hohn,']",,,['(1988):']
one_717340,"DALBY, S. (1990): Creating the second cold war: the discourse of politics. London: Pinter.",['csa-pais-1990-1007799'],"DALBY, S. (1990): Creating the second cold war: the discourse of politics. London: Pinter.",['Creating the second cold war: the discourse of politics.'],,,['S.'],,['London:'],,['Pinter.'],,"['DALBY,']",,,['(1990):']
one_916667,"Blaschke, Sabine (1999). Gewerkschaftlicher Organisationsgrad in Österreich, in: Zeitschrift für Soziologie, 28 (1), 6071.","['csa-sa-9912806', ' csa-sa-9912806', 'gesis-solis-00242984']","Blaschke, Sabine (1999). Gewerkschaftlicher Organisationsgrad in Österreich, in: Zeitschrift für Soziologie, 28 (1), 6071.","['Gewerkschaftlicher Organisationsgrad in Österreich,']",,['in:'],['Sabine'],"['(1),']",,['60\x9671.'],,"['Zeitschrift für Soziologie,']","['Blaschke,']",,['28'],['(1999).']
one_336567,"Cullen, M. J., Hardison, C. M., & Sackett, P. R. (2004). Using SAT-grade and ability-job performance relationships to test predictions derived from stereotype threat theory. Journal of Applied Psychology, 89, 220–230.",['csa-assia-312651'],"Cullen, M. J., Hardison, C. M., & Sackett, P. R. (2004). Using SAT-grade and ability-job performance relationships to test predictions derived from stereotype threat theory. Journal of Applied Psychology, 89, 220–230.",['Using SAT-grade and ability-job performance relationships to test predictions derived from stereotype threat theory.'],,,"['M. J.,', 'C. M.,', 'P. R.']",,,['220–230.'],,"['Journal of Applied Psychology,']","['Cullen,', 'Hardison,', 'Sackett,']",,"['89,']",['(2004).']
one_926945,"Said, Edward W. ( ) Representations of the Intellectual. London.",['ubk-opac-LY000214020'],"Said, Edward W. ( ) Representations of the Intellectual. London.",['Representations of the Intellectual.'],,['( )'],['Edward W.'],,['London.'],,,,"['Said,']",,,
one_128630,"Chayes, A. and Chayes, A.H. (1993): On Compliance, in: International Organization, 47(2): S. 175–205.","[' bszbw-wao-101782918', 'csa-assia-18508', ' csa-ps-258562']","Chayes, A. and Chayes, A.H. (1993): On Compliance, in: International Organization, 47(2): S. 175–205.","['On Compliance,']",,"['and', 'in:', 'S.']","['A.', 'A.H.']",,,['175–205.'],,"['International Organization,']","['Chayes,', 'Chayes,']",,['47(2):'],['(1993):']
one_1075508,"Becker CB, Bull S, Schaumberg K, Cauble A, Franco A (2008) Effectiveness of peer-led eating disorders prevention: A replication trial. J Consult Clin Psychol 76:347-354",['csa-assia-200813255'],"Becker CB, Bull S, Schaumberg K, Cauble A, Franco A (2008) Effectiveness of peer-led eating disorders prevention: A replication trial. J Consult Clin Psychol 76:347-354",['Effectiveness of peer-led eating disorders prevention: A replication trial.'],,,"['Becker', 'Bull', 'K,', 'A,', 'A']",,,['76:347-354'],,['J Consult Clin Psychol'],"['CB,', 'S, Schaumberg', 'Cauble', 'Franco']",,,['(2008)']
one_63596,"Schipfer, Rudolf Karl: Der Wandel der Bevölkerungsstruktur in Österreich. Auswirkungen auf Regionen und Kommunen. Nr. 51/2005","[' gesis-ssoar-35684', 'gesis-solis-00353577']","Schipfer, Rudolf Karl: Der Wandel der Bevölkerungsstruktur in Österreich. Auswirkungen auf Regionen und Kommunen. Nr. 51/2005",['Der Wandel der Bevölkerungsstruktur in Österreich. Auswirkungen auf Regionen und Kommunen.'],,,['Rudolf Karl:'],,['Nr. 51/2005'],,,,"['Schipfer,']",,,
one_636033,"Beck, UlricWBeck-üernsheim, Elisabeth (1990): Das ganz normale Chaos der Liebe. FrankfudM.","[' wzb-bib-48218', 'fis-bildung-178470', 'fes-bib-476016', ' fis-bildung-178470', ' ubk-opac-LY000057777']","Beck, UlricWBeck-üernsheim, Elisabeth (1990): Das ganz normale Chaos der Liebe. FrankfudM.",['Das ganz normale Chaos der Liebe.'],,,['Elisabeth'],,['FrankfudM.'],,,,"['Beck, UlricWBeck-üernsheim,']",,,['(1990):']
one_991863,"Labbate, Silvio. 2013. Italy and the Development of European Energy Policy: From the Dawn of the Integration Process to the 1973 Oil Crisis. European Review of History 20: 67-93.",['csa-ps-201319697'],"Labbate, Silvio. 2013. Italy and the Development of European Energy Policy: From the Dawn of the Integration Process to the 1973 Oil Crisis. European Review of History 20: 67-93.",['Italy and the Development of European Energy Policy: From the Dawn of the Integration Process to the 1973 Oil Crisis.'],,,['Silvio.'],,,['67-93.'],,['European Review of History'],"['Labbate,']",,['20:'],['2013.']
one_582757,"Braun, Dietmar (1989). Grenzen politischer Regulierung. Der Weg in die Massenarbeitslosigkeit, Wiesbaden.","[' ubk-opac-LY000028166', ' iab-litdok-I900213F15', 'gesis-solis-00139876']","Braun, Dietmar (1989). Grenzen politischer Regulierung. Der Weg in die Massenarbeitslosigkeit, Wiesbaden.","['Grenzen politischer Regulierung. Der Weg in die Massenarbeitslosigkeit,']",,,['Dietmar'],,['Wiesbaden.'],,,,"['Braun,']",,,['(1989).']
one_992732,"Linklater, A., 1996. “Citizenship and sovereignty in the post-Westphalian state.” European Journal of International Relations, 2 (1), 77- 103.",['csa-ps-9607916'],"Linklater, A., 1996. “Citizenship and sovereignty in the post-Westphalian state.” European Journal of International Relations, 2 (1), 77- 103.",['“Citizenship and sovereignty in the post-Westphalian state.”'],,,"['A.,']","['(1),']",,['77- 103.'],,"['European Journal of International Relations,']","['Linklater,']",,['2'],['1996.']
one_620818,"Bender, S.; Brand, R. und Bacher, J. 2001: Re-identifying register data by survey data: An empirical study. Statistical Journal of the United Nations Economic Commission for Europe, Vol. 18, Number 4, Special Issue: Data Confidentially, pp. 373-381.","['gesis-ssoar-23611', ' gesis-ssoar-23611', 'iab-litdok-K020808F04']","Bender, S.; Brand, R. und Bacher, J. 2001: Re-identifying register data by survey data: An empirical study. Statistical Journal of the United Nations Economic Commission for Europe, Vol. 18, Number 4, Special Issue: Data Confidentially, pp. 373-381.",['Re-identifying register data by survey data: An empirical study.'],,"['und', 'Vol.', 'Number']","['S.;', 'R.', 'J.']","['4,']",['Special Issue:'],['373-381.'],"['Data Confidentially, pp.']","['Statistical Journal of the United Nations Economic Commission for Europe,']","['Bender,', 'Brand,', 'Bacher,']",,"['18,']",['2001:']
one_772638,"Lijphart, Arend (1971). Comparative Politics and the Comparative Method. American Political Science Review, 65, 682-693.",['gesis-bib-32837'],"Lijphart, Arend (1971). Comparative Politics and the Comparative Method. American Political Science Review, 65, 682-693.",['Comparative Politics and the Comparative Method.'],,,['Arend'],,,['682-693.'],,"['American Political Science Review,']","['Lijphart,']",,"['65,']",['(1971).']
one_527602,"Viehoff, Ludger (1984): Zur Entwicklung der Soziologie an den Hochschulen der Bundesrepublik Deutschland von 1960 bis 1981. In: Zeitschrift für Soziologie, 13, 3: 264-272.","[' fis-bildung-20677', 'csa-pais-1985-0004777', 'gesis-solis-00031370', ' csa-pais-1985-0004777', ' gesis-bib-31625', ' csa-sa-84O2492']","Viehoff, Ludger (1984): Zur Entwicklung der Soziologie an den Hochschulen der Bundesrepublik Deutschland von 1960 bis 1981. In: Zeitschrift für Soziologie, 13, 3: 264-272.",['Zur Entwicklung der Soziologie an den Hochschulen der Bundesrepublik Deutschland von 1960 bis 1981.'],,['In:'],['Ludger'],,,['3: 264-272.'],,"['Zeitschrift für Soziologie,']","['Viehoff,']",,"['13,']",['(1984):']
one_1075337,"Schütze, F. (1981): Prozessstrukturen des Lebenslaufs. In: Matthes, J./Pfeifenberger, A./Stosberg, M. H. (Hrsg.): Biographie in handlungswissenschaftlicher Perspektive. – Nürnberg, S. 67-156.","['dza-gerolit-544331249', ' gesis-solis-00044405']","Schütze, F. (1981): Prozessstrukturen des Lebenslaufs. In: Matthes, J./Pfeifenberger, A./Stosberg, M. H. (Hrsg.): Biographie in handlungswissenschaftlicher Perspektive. – Nürnberg, S. 67-156.","['Prozessstrukturen des Lebenslaufs.', 'Biographie in handlungswissenschaftlicher Perspektive.']","['Matthes, J./Pfeifenberger, A./Stosberg, M. H.']","['In:', '(Hrsg.):', '–', 'S.']",['F.'],,"['Nürnberg,']",['67-156.'],,,"['Schütze,']",,,['(1981):']
one_1137592,"Hoem, J. M., Jasilioniene, A., Kostova, D., & Muresan, C. (2009b). The structure of recent ﬁrst-union formation in Romania. Romanian Journal of Population Studies. MPIDR Working Paper WP-2009- 002. http://www.demogr.mpg.de/papers/working/wp-2009-002.pdf.",['gesis-solis-00530640'],"Hoem, J. M., Jasilioniene, A., Kostova, D., & Muresan, C. (2009b). The structure of recent ﬁrst-union formation in Romania. Romanian Journal of Population Studies. MPIDR Working Paper WP-2009- 002. http://www.demogr.mpg.de/papers/working/wp-2009-002.pdf.",['The structure of recent ﬁrst-union formation in Romania.'],,,"['J. M.,', 'A.,', 'D.,', 'C.']",,,,,['Romanian Journal of Population Studies. MPIDR Working Paper WP-2009-'],"['Hoem,', 'Jasilioniene,', 'Kostova,', 'Muresan,']",['http://www.demogr.mpg.de/papers/working/wp-2009-002.pdf.'],['002.'],['(2009b).']
one_842775,"Zeh, J. 1987: Stichprobenbildung bei Telefonumfragen. In: Angewandte Sozialforschung, 14, S.189-198 und 337-347.","['gesis-solis-00103756', ' gesis-bib-22993']","Zeh, J. 1987: Stichprobenbildung bei Telefonumfragen. In: Angewandte Sozialforschung, 14, S.189-198 und 337-347.",['Stichprobenbildung bei Telefonumfragen.'],,"['In:', 'und']",['J.'],,,"['S.189-198', '337-347.']",,"['Angewandte Sozialforschung,']","['Zeh,']",,"['14,']",['1987:']
one_827581,"Lessenich, S./Nullmeier , F. (Hrsg.) (2006): Deutschland – eine gespaltene Gesellschaft. Frankfurt.","['fis-bildung-757208', ' gesis-solis-00368794', ' fes-bib-480732', ' fis-bildung-773962', ' ubk-opac-HL005659830', ' gesis-smarth-0000008763', ' wzb-bib-147962', ' fis-bildung-757208', 'iab-litdok-K060310F19']","Lessenich, S./Nullmeier , F. (Hrsg.) (2006): Deutschland – eine gespaltene Gesellschaft. Frankfurt.",['Deutschland – eine gespaltene Gesellschaft.'],,"[',', '(Hrsg.)']","['S./Nullmeier', 'F.']",,['Frankfurt.'],,,,"['Lessenich,']",,,['(2006):']
one_772274,"Roese, N. J., & Maniar, S. D. (1997). Perceptions of purple: Counterfactual and hindsight judgments at Northwestern Wildcats football games. Personality and Social Psychology Bulletin, 23, 1245-1253.",['csa-assia-109533'],"Roese, N. J., & Maniar, S. D. (1997). Perceptions of purple: Counterfactual and hindsight judgments at Northwestern Wildcats football games. Personality and Social Psychology Bulletin, 23, 1245-1253.",['Perceptions of purple: Counterfactual and hindsight judgments at Northwestern Wildcats football games.'],,,"['N. J.,', 'S. D.']",,,['1245-1253.'],,"['Personality and Social Psychology Bulletin,']","['Roese,', 'Maniar,']",,"['23,']",['(1997).']
one_706309,"Windeler, Arnold/Wirth, Carsten (2004): Arbeitsregulation in Projektnetzwerken. Eine strukturationstheoretische Analyse. In: Industrielle Beziehungen, Jg. 11, Heft 4, S. 295-319.","[' iab-litdok-K050523N18', 'gesis-solis-00330398', ' gesis-ssoar-34631']","Windeler, Arnold/Wirth, Carsten (2004): Arbeitsregulation in Projektnetzwerken. Eine strukturationstheoretische Analyse. In: Industrielle Beziehungen, Jg. 11, Heft 4, S. 295-319.",['Arbeitsregulation in Projektnetzwerken. Eine strukturationstheoretische Analyse.'],,"['In:', 'Jg.', 'Heft', 'S.']","['Arnold/Wirth, Carsten']","['4,']",,['295-319.'],,"['Industrielle Beziehungen,']","['Windeler,']",,"['11,']",['(2004):']
one_842015,"Sani, F., Bowe, M., Herrera, M., Manna, C., Cossa, T., Miao, X., et al. (2007). Perceived collective continuity: Seeing groups as entities that move through time. European Journal of Social Psychology, 37, 1118-1134.","['csa-sa-200807582', 'csa-assia-200808147', ' csa-sa-200807582']","Sani, F., Bowe, M., Herrera, M., Manna, C., Cossa, T., Miao, X., et al. (2007). Perceived collective continuity: Seeing groups as entities that move through time. European Journal of Social Psychology, 37, 1118-1134.",['Perceived collective continuity: Seeing groups as entities that move through time.'],,['et al.'],"['F.,', 'M.,', 'M.,', 'C.,', 'T.,', 'X.,']",,,['1118-1134.'],,"['European Journal of Social Psychology,']","['Sani,', 'Bowe,', 'Herrera,', 'Manna,', 'Cossa,', 'Miao,']",,"['37,']",['(2007).']
one_910002,"Blasius, Jörg (2000) Die Analyse von Lebensstilen mit Hilfe der Korrespondenzanalyse.","[' gesis-bib-49296', ' gesis-solis-00274241', 'csa-sa-200113224']","Blasius, Jörg (2000) Die Analyse von Lebensstilen mit Hilfe der Korrespondenzanalyse.",['Die Analyse von Lebensstilen mit Hilfe der Korrespondenzanalyse.'],,,['Jörg'],,,,,,"['Blasius,']",,,['(2000)']
one_494277,"Retamozo, M. Y Muñoz, M. A. (2008). Hegemonía y discurso en la Argentina contemporánea. Efectos políticos de los usos de “pueblo” en la retórica de Néstor Kirchner. En Perfiles latinoamericanos (031). México: Facultad Latinoamericana de Ciencias Sociales.","[' csa-sa-200819821', 'bszbw-wao-387352112']","Retamozo, M. Y Muñoz, M. A. (2008). Hegemonía y discurso en la Argentina contemporánea. Efectos políticos de los usos de “pueblo” en la retórica de Néstor Kirchner. En Perfiles latinoamericanos (031). México: Facultad Latinoamericana de Ciencias Sociales.",['Hegemonía y discurso en la Argentina contemporánea. Efectos políticos de los usos de “pueblo” en la retórica de Néstor Kirchner.'],,,"['M. Y', 'M. A.']",,,,,['En Perfiles latinoamericanos (031). México: Facultad Latinoamericana de Ciencias Sociales.'],"['Retamozo,', 'Muñoz,']",,,['(2008).']
one_895574,"P, A. (2005): Remarks on Europe’s transforming meta-geography. In: Geopolitics 10, H. 3, S. 580-585.",['csa-ps-200600538'],"P, A. (2005): Remarks on Europe’s transforming meta-geography. In: Geopolitics 10, H. 3, S. 580-585.",['Remarks on Europe’s transforming meta-geography.'],,"['In:', 'H.', 'S.']",['A.'],"['3,']",,['580-585.'],,['Geopolitics'],"['P,']",,"['10,']",['(2005):']
one_335594,"Bourdieu, P. (1982) Ce que parler veut dire. L 'economie des echanges linguistiques, Paris: Fayard","[' bszbw-wao-009211691', 'ubk-opac-LY000573178']","Bourdieu, P. (1982) Ce que parler veut dire. L 'economie des echanges linguistiques, Paris: Fayard","[""Ce que parler veut dire. L 'economie des echanges linguistiques,""]",,,['P.'],,['Paris:'],,['Fayard'],,"['Bourdieu,']",,,['(1982)']
one_725011,"Meng, X., Gregory, R.G., (2005): Intermarriage and the economic assimilation of immigrants. Journal of Labor Economics 23: 135-175.",['iab-litdok-K050214N11'],"Meng, X., Gregory, R.G., (2005): Intermarriage and the economic assimilation of immigrants. Journal of Labor Economics 23: 135-175.",['Intermarriage and the economic assimilation of immigrants.'],,,"['X.,', 'R.G.,']",,,['135-175.'],,['Journal of Labor Economics'],"['Meng,', 'Gregory,']",,['23:'],['(2005):']
one_789666,"Becker, H.S. (1970). Sociological work. Method and substance. Aldine, Chicago","['ubk-opac-LY000491984', ' iab-litdok-I720323-17', 'iab-litdok-I720323-17']","Becker, H.S. (1970). Sociological work. Method and substance. Aldine, Chicago",['Sociological work. Method and substance.'],,,['H.S.'],,"['Aldine, Chicago']",,,,"['Becker,']",,,['(1970).']
one_155425,"Lemieux, T., Fortin, B. and Fréchette, P. (1994) The Effecetof Taxes on Labor Supply in the w Underground Economy, The American Economic Review, 84, 231-254.","[' iab-litdok-I940601D12', 'gesis-solis-00191455']","Lemieux, T., Fortin, B. and Fréchette, P. (1994) The Effecetof Taxes on Labor Supply in the w Underground Economy, The American Economic Review, 84, 231-254.","['The Effecetof Taxes on Labor Supply in the w Underground Economy,']",,,"['T.,', 'B. and', 'P.']",,,['231-254.'],,"['The American Economic Review,']","['Lemieux,', 'Fortin,', 'Fréchette,']",,"['84,']",['(1994)']
one_682532,"TUCHMAN, G. Making news: a study in the construction of reality. New York: Press. 1978.","['ubk-opac-HL002245472', 'wzb-bib-85213', ' wzb-bib-85213']","TUCHMAN, G. Making news: a study in the construction of reality. New York: Press. 1978.",['Making news: a study in the construction of reality.'],,,['G.'],,['New York:'],,['Press.'],,"['TUCHMAN,']",,,['1978.']
one_933880,"Langham S, Thorogood M, Normand C, Muir J, Jones L, Fowler G (1996): Costs and cost effectiveness of health checks conducted by nurses in primary care: the Oxcheck study, British Medical Journal, 312(7041), 1265-1268",['csa-assia-68497'],"Langham S, Thorogood M, Normand C, Muir J, Jones L, Fowler G (1996): Costs and cost effectiveness of health checks conducted by nurses in primary care: the Oxcheck study, British Medical Journal, 312(7041), 1265-1268","['Costs and cost effectiveness of health checks conducted by nurses in primary care: the Oxcheck study,']",,,"['Langham', 'Thorogood', 'Normand C,', 'J,', 'L,', 'G']",,,['1265-1268'],,"['British Medical Journal,']","['S,', 'M,', 'Muir', 'Jones', 'Fowler']",,"['312(7041),']",['(1996):']
